id,Слово,Перевод,Тип,Курс,Урок
3737,extensive,обширный,SIFATLAR,B1,FILE5
3738,interpret,толковать,FİİLLER,B1,FILE6
3739,independence,независимость,İSİMLER,B1,FILE7
3740,inner,внутренний,SIFATLAR,B1,FILE9
3741,harm,вредить,FİİLLER,B1,FILE10
3742,consult,консультироваться,FİİLLER,B1,FILE11
3743,shadow,тень,İSİMLER,B1,FILE1
3744,strip,сдирать,FİİLLER,B1,FILE2
3745,smooth,гладкий,SIFATLAR,B1,FILE3
3746,intervention,вмешательство,İSİMLER,B1,FILE4
3747,impress,впечатлять,FİİLLER,B1,FILE5
3748,vice,порок,İSİMLER,B1,FILE7
3749,radical,радикальный,SIFATLAR,B1,FILE8
3750,similarly,подобным образом,ZARFLAR,B1,FILE9
3751,behave,вести себя,FİİLLER,B1,FILE10
3752,loud,громкий,SIFATLAR,B1,FILE11
3753,dimension,"измерение, размер",İSİMLER,B1,FILE12
3754,subsequent,последующий,SIFATLAR,B1,FILE1
3755,infection,инфекция,İSİMLER,B1,FILE2
3756,efficiency,эффективность,İSİMLER,B1,FILE4
3757,statistic,"статистика, показатель",İSİMLER,B1,FILE6
3758,regularly,регулярно,ZARFLAR,B1,FILE7
3759,membership,членство,İSİMLER,B1,FILE11
3760,blind,слепой,SIFATLAR,B1,FILE1
3761,pure,чистый,SIFATLAR,B1,FILE2
3762,bloody,кровавый,SIFATLAR,B1,FILE3
3763,ally,союзник,İSİMLER,B1,FILE4
3764,quantity,количество,İSİMLER,B1,FILE5
3765,bend,сгибать,FİİLLER,B1,FILE6
3766,mature,зрелый,SIFATLAR,B1,FILE7
3767,briefly,кратко,ZARFLAR,B1,FILE8
3768,alarm,"тревога, будильник",İSİMLER,B1,FILE9
3769,disturb,беспокоить,FİİLLER,B1,FILE10
3770,sustain,поддерживать,FİİLLER,B1,FILE11
3771,poverty,бедность,İSİMLER,B1,FILE1
3772,crazy,сумасшедший,SIFATLAR,B1,FILE2
3773,cite,цитировать,FİİLLER,B1,FILE3
3774,newly,недавно,ZARFLAR,B1,FILE4
3775,parallel,параллельный,SIFATLAR,B1,FILE5
3776,gender,"гендер, пол",İSİMLER,B1,FILE6
3777,sponsor,спонсировать,FİİLLER,B1,FILE7
3778,boot,ботинок,İSİMLER,B1,FILE8
3779,dealer,дилер,İSİMLER,B1,FILE10
3780,burden,бремя,İSİMLER,B1,FILE12
3781,desert,пустыня,İSİMLER,B1,FILE1
3782,mate,"товарищ, партнёр",İSİMLER,B1,FILE2
3783,occasionally,изредка,ZARFLAR,B1,FILE3
3784,shareholder,акционер,İSİMLER,B1,FILE4
3785,resistance,сопротивление,İSİMLER,B1,FILE7
3786,bath,ванна,İSİMLER,B1,FILE8
3787,frequency,частота,İSİMLER,B1,FILE9
3788,criticize,критиковать,FİİLLER,B1,FILE10
3789,tap,постукивать,FİİLLER,B1,FILE11
3790,philosophy,философия,İSİMLER,B1,FILE12
3791,lip,губа,İSİMLER,B1,FILE1
3792,attribute,приписывать,FİİLLER,B1,FILE2
3793,apologize,извиняться,FİİLLER,B1,FILE3
3794,approval,одобрение,İSİMLER,B1,FILE4
3795,grab,хватать,FİİLLER,B2,FILE1
3796,entitle,давать право,FİİLLER,B2,FILE2
3797,involvement,участие,İSİMLER,B2,FILE4
3798,exposure,"воздействие, разоблачение",İSİMLER,B2,FILE5
3799,conventional,традиционный,SIFATLAR,B2,FILE6
3800,digital,цифровой,SIFATLAR,B2,FILE7
3801,edit,редактировать,FİİLLER,B2,FILE9
3802,formation,формирование,İSİMLER,B2,FILE10
3803,pleasant,приятный,SIFATLAR,B2,FILE12
3804,overseas,зарубежный,SIFATLAR,B2,FILE1
3805,advocate,"сторонник, адвокат",İSİMLER,B2,FILE2
3806,establishment,"учреждение, истеблишмент",İSİMLER,B2,FILE3
3807,summary,краткое изложение,İSİMLER,B2,FILE4
3808,rough,"грубый, неровный",SIFATLAR,B2,FILE5
3809,recovery,восстановление,İSİMLER,B2,FILE7
3810,seal,печать,İSİMLER,B2,FILE8
3811,tube,"труба, тюбик",İSİMLER,B2,FILE9
3812,tower,башня,İSİMLER,B2,FILE10
3813,characterize,характеризовать,FİİLLER,B2,FILE11
3814,specify,указывать,FİİLLER,B2,FILE12
3815,exact,точный,SIFATLAR,B2,FILE1
3816,spin,крутить,FİİLLER,B2,FILE2
3817,operator,оператор,İSİMLER,B2,FILE3
3818,infant,младенец,İSİMLER,B2,FILE4
3819,dig,копать,FİİLLER,B2,FILE5
3820,drag,тащить,FİİLLER,B2,FILE6
3821,mount,"монтировать, восходить",FİİLLER,B2,FILE7
3822,wrap,заворачивать,FİİLLER,B2,FILE8
3823,anticipate,предвидеть,FİİLLER,B2,FILE9
3824,dependent,зависимый,SIFATLAR,B2,FILE10
3825,specialize,специализироваться,FİİLLER,B2,FILE11
3826,angle,угол,İSİMLER,B2,FILE12
3827,virus,вирус,İSİMLER,B2,FILE3
3828,precisely,точно,ZARFLAR,B2,FILE4
3829,rival,соперник,İSİMLER,B2,FILE5
3830,offense,"обида, правонарушение",İSİMLER,B2,FILE6
3831,detect,обнаруживать,FİİLLER,B2,FILE7
3832,admire,восхищаться,FİİLLER,B2,FILE9
3833,moderate,умеренный,SIFATLAR,B2,FILE10
3834,surgery,"операция, хирургия",İSİMLER,B2,FILE11
3835,significance,значение,İSİMLER,B2,FILE1
3836,charity,благотворительность,İSİMLER,B2,FILE4
3837,universal,всеобщий,SIFATLAR,B2,FILE5
3838,cigarette,сигарета,İSİMLER,B2,FILE6
3839,constitute,составлять,FİİLLER,B2,FILE7
3840,adequate,достаточный,SIFATLAR,B2,FILE8
3841,consultant,консультант,İSİMLER,B2,FILE9
3842,historian,историк,İSİMLER,B2,FILE10
3843,visual,визуальный,SIFATLAR,B2,FILE12
3844,keen,"острый, увлечённый",SIFATLAR,B2,FILE2
3845,ethnic,этнический,SIFATLAR,B2,FILE3
3846,clinical,клинический,SIFATLAR,B2,FILE5
3847,eastern,восточный,SIFATLAR,B2,FILE6
3848,segment,сегмент,İSİMLER,B2,FILE8
3849,sand,песок,İSİMLER,B2,FILE11
3850,prompt,побуждать,FİİLLER,B2,FILE1
3851,charm,обаяние,İSİMLER,B2,FILE2
3852,react,реагировать,FİİLLER,B2,FILE3
3853,venture,"предприятие, авантюра",İSİMLER,B2,FILE5
3854,compound,"соединение, комплекс",İSİMLER,B2,FILE6
3855,mess,беспорядок,İSİMLER,B2,FILE8
3856,preference,предпочтение,İSİMLER,B2,FILE9
3857,comprehensive,всесторонний,SIFATLAR,B2,FILE10
3858,incentive,стимул,İSİMLER,B2,FILE11
3859,dialog,диалог,İSİMLER,B2,FILE1
3860,cream,"крем, сливки",İSİMLER,B2,FILE2
3861,rapid,быстрый,SIFATLAR,B2,FILE3
3862,regret,сожалеть,FİİLLER,B2,FILE5
3863,dismiss,"увольнять, отклонять",FİİLLER,B2,FILE6
3864,margin,"край, маржа",İSİMLER,B2,FILE7
3865,beneath,"под, ниже",EDATLAR / BAĞLAÇLAR,B2,FILE8
3866,opponent,противник,İSİMLER,B2,FILE9
3867,resist,сопротивляться,FİİLLER,B2,FILE10
3868,capability,способность,İSİMLER,B2,FILE11
3869,absolute,абсолютный,SIFATLAR,B2,FILE12
3870,correspond,соответствовать,FİİLLER,B2,FILE1
3871,stroke,"инсульт, удар",İSİMLER,B2,FILE2
3872,dare,осмеливаться,FİİLLER,B2,FILE3
3873,barrier,барьер,İSİMLER,B2,FILE4
3874,rid,избавлять,FİİLLER,B2,FILE5
3875,divorce,разводиться,FİİLLER,B2,FILE6
3876,ruin,разрушать,FİİLLER,B2,FILE7
3877,bury,хоронить,FİİLLER,B2,FILE8
3878,counsel,"совет, адвокат",İSİMLER,B2,FILE9
3879,tendency,тенденция,İSİMLER,B2,FILE10
3880,frequent,частый,SIFATLAR,B2,FILE11
3881,motor,мотор,İSİMLER,B2,FILE12
3882,survival,выживание,İSİMLER,B2,FILE1
3883,counter,"прилавок, счётчик",İSİMLER,B2,FILE2
3884,possess,владеть,FİİLLER,B2,FILE3
3885,permission,разрешение,İSİMLER,B2,FILE4
3886,valley,долина,İSİMLER,B2,FILE5
3887,float,плыть,FİİLLER,B2,FILE6
3888,mad,"безумный, злой",SIFATLAR,B2,FILE7
3889,greatly,весьма,ZARFLAR,B2,FILE8
3890,visible,видимый,SIFATLAR,B2,FILE9
3891,electric,электрический,SIFATLAR,B2,FILE10
3892,impressive,впечатляющий,SIFATLAR,B2,FILE11
3893,evolution,эволюция,İSİMLER,B2,FILE12
3894,awareness,осведомлённость,İSİMLER,B2,FILE1
3895,violent,жестокий,SIFATLAR,B2,FILE2
3896,slave,раб,İSİMLER,B2,FILE3
3897,architecture,архитектура,İSİMLER,B2,FILE5
3898,acceptable,приемлемый,SIFATLAR,B2,FILE6
3899,journal,журнал,İSİMLER,B2,FILE7
3900,coal,уголь,İSİMLER,B2,FILE8
3901,measurement,измерение,İSİMLER,B2,FILE9
3902,random,случайный,SIFATLAR,B2,FILE10
3903,successfully,успешно,ZARFLAR,B2,FILE11
3904,depress,угнетать,FİİLLER,B2,FILE12
3905,illustration,иллюстрация,İSİMLER,B2,FILE1
3906,burst,"лопнуть, вспыхнуть",FİİLLER,B2,FILE2
3907,buyer,покупатель,İSİMLER,B2,FILE4
3908,mutual,взаимный,SIFATLAR,B2,FILE5
3909,rail,рельс,İSİMLER,B2,FILE6
3910,motivate,мотивировать,FİİLLER,B2,FILE7
3911,laboratory,лаборатория,İSİMLER,B2,FILE8
3912,passion,страсть,İSİMLER,B2,FILE11
3913,fulfill,выполнять,FİİLLER,B2,FILE1
3914,dust,пыль,İSİMLER,B2,FILE2
3915,dedicate,посвящать,FİİLLER,B2,FILE3
3916,roughly,примерно,ZARFLAR,B2,FILE4
3917,province,провинция,İSİMLER,B2,FILE6
3918,evaluation,оценка,İSİMLER,B2,FILE8
3919,accomplish,"достигать, выполнять",FİİLLER,B2,FILE10
3920,announcement,объявление,İSİMLER,B2,FILE12
3921,opera,опера,İSİMLER,B2,FILE3
3922,contest,конкурс,İSİMLER,B2,FILE4
3923,brush,чистить щёткой,FİİLLER,B2,FILE5
3924,embarrass,смущать,FİİLLER,B2,FILE6
3925,genetic,генетический,SIFATLAR,B2,FILE8
3926,aggressive,агрессивный,SIFATLAR,B2,FILE9
3927,chest,"грудь, ящик",İSİMLER,B2,FILE10
3928,format,формат,İSİMLER,B2,FILE11
3929,literary,литературный,SIFATLAR,B2,FILE12
3930,govern,управлять,FİİLLER,B2,FILE1
3931,embrace,"обнимать, принимать",FİİLLER,B2,FILE2
3932,praise,хвалить,FİİLLER,B2,FILE3
3933,silent,"тихий, безмолвный",SIFATLAR,B2,FILE4
3934,pump,качать,FİİLLER,B2,FILE5
3935,publisher,издатель,İSİMLER,B2,FILE6
3936,celebration,празднование,İSİMLER,B2,FILE7
3937,compensation,компенсация,İSİMLER,B2,FILE9
3938,classical,классический,SIFATLAR,B2,FILE10
3939,weigh,"весить, взвешивать",FİİLLER,B2,FILE11
3940,versus,против,EDATLAR / BAĞLAÇLAR,B2,FILE12
3941,deficit,дефицит,İSİMLER,B2,FILE1
3942,modify,изменять,FİİLLER,B2,FILE2
3943,flash,вспыхивать,FİİLLER,B2,FILE3
3944,friendship,дружба,İSİMLER,B2,FILE4
3945,literally,буквально,ZARFLAR,B2,FILE6
3946,equation,уравнение,İSİMLER,B2,FILE7
3947,entertain,развлекать,FİİLLER,B2,FILE9
3948,fantastic,фантастический,SIFATLAR,B2,FILE10
3949,assign,назначать,FİİLLER,B2,FILE11
3950,inflation,инфляция,İSİMLER,B2,FILE12
3951,historic,исторический,SIFATLAR,B2,FILE1
3952,injure,травмировать,FİİLLER,B2,FILE2
3953,remote,удалённый,SIFATLAR,B2,FILE3
3954,twist,скручивать,FİİLLER,B2,FILE6
3955,personnel,персонал,İSİMLER,B2,FILE7
3956,imagination,воображение,İSİMLER,B2,FILE8
3957,throat,горло,İSİMLER,B2,FILE10
3958,insight,"понимание, озарение",İSİMLER,B2,FILE11
3959,forever,навсегда,ZARFLAR,B2,FILE1
3960,exceed,превышать,FİİLLER,B2,FILE2
3961,expenditure,расход,İSİMLER,B2,FILE3
3962,joy,радость,İSİMLER,B2,FILE4
3963,pregnant,беременная,SIFATLAR,B2,FILE5
3964,gear,"передача, снаряжение",İSİMLER,B2,FILE7
3965,poet,поэт,İSİMLER,B2,FILE8
3966,fortune,"удача, состояние",İSİMLER,B2,FILE9
3967,ceremony,церемония,İSİMLER,B2,FILE10
3968,pile,складывать в кучу,FİİLLER,B2,FILE11
3969,mixture,смесь,İSİMLER,B2,FILE1
3970,automatically,автоматически,ZARFLAR,B2,FILE2
3971,scholar,учёный,İSİMLER,B2,FILE3
3972,psychological,психологический,SIFATLAR,B2,FILE4
3973,dramatically,"резко, драматично",ZARFLAR,B2,FILE5
3974,stake,"ставка, доля",İSİMLER,B2,FILE6
3975,creature,существо,İSİMLER,B2,FILE7
3976,partnership,партнёрство,İSİMLER,B2,FILE8
3977,participation,участие,İSİMLER,B2,FILE9
3978,clause,"пункт, придаточное",İSİMLER,B2,FILE10
3979,penalty,"штраф, наказание",İSİMLER,B2,FILE11
3980,chamber,"палата, камера",İSİMLER,B2,FILE12
3981,fancy,"изысканный, причудливый",SIFATLAR,B2,FILE1
3982,clothing,одежда,İSİMLER,B2,FILE4
3983,evolve,развиваться,FİİLLER,B2,FILE5
3984,sake,ради,İSİMLER,B2,FILE6
3985,boost,повышать,FİİLLER,B2,FILE8
3986,tail,хвост,İSİMLER,B2,FILE9
3987,possession,владение,İSİMLER,B2,FILE10
3988,abortion,аборт,İSİMLER,B2,FILE11
3989,curious,любопытный,SIFATLAR,B2,FILE12
3990,wooden,деревянный,SIFATLAR,B2,FILE1
3991,boom,"бум, подъём",İSİMLER,B2,FILE2
3992,tale,"сказка, история",İSİMLER,B2,FILE3
3993,maintenance,обслуживание,İSİMLER,B2,FILE5
3994,consequently,следовательно,ZARFLAR,B2,FILE6
3995,strengthen,укреплять,FİİLLER,B2,FILE9
3996,whilst,в то время как,EDATLAR / BAĞLAÇLAR,B2,FILE10
3997,constraint,ограничение,İSİMLER,B2,FILE11
3998,fold,складывать,FİİLLER,B2,FILE12
3999,bin,"бак, корзина",İSİMLER,B2,FILE1
4000,undergo,претерпевать,FİİLLER,B2,FILE2
4001,potentially,потенциально,ZARFLAR,B2,FILE3
4002,scope,"охват, рамки",İSİMLER,B2,FILE4
4003,pretend,притворяться,FİİLLER,B2,FILE5
4004,allege,утверждать,FİİLLER,B2,FILE7
4005,pride,гордость,İSİMLER,B2,FILE8
4006,intense,интенсивный,SIFATLAR,B2,FILE9
4007,inquiry,"запрос, расследование",İSİMLER,B2,FILE10
4008,craft,ремесло,İSİMLER,B2,FILE12
4009,concrete,"конкретный, бетонный",SIFATLAR,B2,FILE2
4010,shell,"оболочка, раковина",İSİMLER,B2,FILE3
4011,damn,проклятый,SIFATLAR,B2,FILE4
4012,distinct,"отчётливый, особый",SIFATLAR,B2,FILE5
4013,humor,юмор,İSİMLER,B2,FILE6
4014,limitation,ограничение,İSİMLER,B2,FILE7
4015,indication,"признак, указание",İSİMLER,B2,FILE8
4016,stability,стабильность,İSİMLER,B2,FILE9
4017,wise,мудрый,SIFATLAR,B2,FILE10
4018,neglect,пренебрегать,FİİLLER,B2,FILE11
4019,jail,тюрьма,İSİMLER,B2,FILE1
4020,mere,"простой, всего лишь",SIFATLAR,B2,FILE3
4021,carbon,углерод,İSİMLER,B2,FILE4
4022,regulate,регулировать,FİİLLER,B2,FILE5
4023,trigger,запускать,FİİLLER,B2,FILE7
4024,pipe,труба,İSİMLER,B2,FILE8
4025,destruction,разрушение,İSİMLER,B2,FILE9
4026,flag,флаг,İSİMLER,B2,FILE11
4027,magic,магия,İSİMLER,B2,FILE1
4028,mystery,тайна,İSİMLER,B2,FILE2
4029,rear,задний,SIFATLAR,B2,FILE5
4030,moon,луна,İSİMLER,B2,FILE8
4031,presumably,предположительно,ZARFLAR,B2,FILE9
4032,bless,благословлять,FİİLLER,B2,FILE10
4033,airline,авиакомпания,İSİMLER,B2,FILE11
4034,amendment,поправка,İSİMLER,B2,FILE12
4035,jury,присяжные,İSİMLER,B2,FILE2
4036,cooperation,сотрудничество,İSİMLER,B2,FILE3
4037,civilian,гражданский,İSİMLER,B2,FILE4
4038,composition,"состав, сочинение",İSİMLER,B2,FILE5
4039,regardless,независимо от,ZARFLAR,B2,FILE7
4040,scan,сканировать,FİİLLER,B2,FILE8
4041,bunch,"связка, куча",İSİMLER,B2,FILE9
4042,racial,расовый,SIFATLAR,B2,FILE10
4043,greet,приветствовать,FİİLLER,B2,FILE11
4044,hopefully,надеюсь,ZARFLAR,B2,FILE12
4045,trick,"трюк, уловка",İSİMLER,B2,FILE2
4046,paragraph,абзац,İSİMLER,B2,FILE3
4047,maker,изготовитель,İSİMLER,B2,FILE4
4048,stimulate,стимулировать,FİİLLER,B2,FILE6
4049,tissue,ткань,İSİMLER,B2,FILE10
4050,barely,едва,ZARFLAR,B2,FILE11
4051,tourism,туризм,İSİMLER,B2,FILE1
4052,pro,профессионал,İSİMLER,B2,FILE2
4053,stair,ступенька,İSİMLER,B2,FILE3
4054,hesitate,колебаться,FİİLLER,B2,FILE4
4055,romantic,романтический,SIFATLAR,B2,FILE7
4056,firmly,твёрдо,ZARFLAR,B2,FILE8
4057,interior,интерьер,İSİMLER,B2,FILE9
4058,nowhere,нигде,ZARFLAR,B2,FILE11
4059,pray,молиться,FİİLLER,B2,FILE12
